"text","return","Repurchase","PositveWOM","complainseller","negativeWOM","CONFRONTCOPING","SUPPORTSEEKINGCOPING","bookkeeping","helpothers","Retaliation","Cognition","objectivness"
"Delightful product. Easy to operate. Only problem is I can't figure out how to add a floor in 3D view even using help section. Also, the program does not seem to draw any type of roof. Would recommend for fun; not any type of pro purposes.",0,0,1,0,0,0,0,1,1,0,1,1
"I love this particular product; however, when I received the 36 count from this seller the acne patches looked off and when I compared them to another seller's patches, these were a totally different color and they don't stick at all to your face! They look old or like they were in the sun for two years before being shipped to me. Total waste of money buying this product from this seller",0,1,0,0,1,1,0,1,0,1,1,1
"Been using it for many years. Never any virus like my friends get",0,1,1,0,0,0,0,1,0,0,0,0
"Liked the material and the fit.",0,0,1,0,0,0,0,1,0,0,0,0
"I accidentally ordered this mouthwash instead of the regular version with alcohol but decided to give it a try. First i noticed that instead of killing 99.99% of the germs that cause bad breath this version claims that it ""kills bad breath germs"" but most disturbing was after using the mouthwash a skin-like film started forming in my mouth, on my gums, on my jowls and across my teeth. To the point that i could spit the film out and it would re-form....it was gross! My daughter-in-law experienced the same result. I am returning this no-alcohol version and ordering the regular version of Listerine total care that I have had great results with.",1,0,0,0,1,1,0,1,0,0,1,0
"Very cute and stay in place during workouts.",0,0,1,0,0,0,0,1,0,0,0,0
"These are so soft and comfortable! Fit is just right where they have a decent amount of bagginess to them but also are slightly fitted. Love them!",0,0,1,0,0,0,0,1,0,0,1,0
"This bra is one of the most comfortable bras I've ever worn. The padding is a little thin, so a nipple has occasionally shown through.",0,0,1,0,0,0,0,1,0,0,0,1
"I""ve purchased 5 pairs of these shorts for my summer workouts. Not see through at all. Nice fabric & color choices.",0,1,1,0,0,0,0,1,0,0,1,0
"Used to like Nike a lots but recently their products were so bad. This one right here is absolutely phenomenal. Great for working out + basketball. Loose yet fit well. Love them!!!!! (And they are cheaper too)",0,0,1,0,0,0,0,1,0,0,1,1
"Not the sku that i wanted. Must have been a substitute .",0,0,0,0,1,0,0,1,0,0,0,0
"Great scrub pants",0,0,1,0,0,0,0,0,0,0,0,0
"Very nice",0,0,1,0,0,0,0,0,0,0,0,0
"I like this bra, however only thing for me is that the cup size is a little bigger than I expected. I might reorder with a smaller size. However, the quality is pretty good.",0,1,1,0,0,0,0,1,0,0,0,1
"Great buy for the price",0,0,1,0,0,0,0,1,0,0,0,0
"Inexpensive....& they work well!",0,0,1,0,0,0,0,1,0,0,0,0
"I received the package right away. I was able to installed same day and kids started to practicing. We are enjoying it. Thank you Mavis and Amazon ï¿½ï¿½",0,0,1,0,0,0,0,1,0,0,0,0
"perfect for Christmas",0,0,1,0,0,0,0,0,0,0,0,0
"Not sure how durable or scratch resistant they are but I bought them for my kids to play with their Nerf guns. Now no one will loose an eye when the going gets rough. Perfect size for adults and kids and they are comfortable.",0,0,1,0,0,0,0,1,0,0,1,0
"Just received it two days ago. Looks really nice, good screen quality, 32gb ram. Runs fast. Was going to order a case, glad i didn't, as it came with one, which i didn't expect. Excellent phone for the price.",0,0,1,0,0,0,0,1,0,0,1,0
"It's soap. It gets the job done. The bulk purchase means you can stick it in all bathrooms and on the kitchen sink. Wish they had a multi-pack with an assortment of scents. Came packaged well-enough.",0,0,1,0,0,0,0,1,0,0,1,1
"Enough length for my needs. Good buy.",0,0,1,0,0,0,0,1,0,0,0,0
"Much improved over a 7 year old version of Roxio I previously had.",0,1,1,0,0,0,0,1,0,0,0,0
"Thin material, see-through... I didn't end up keeping them. But they were well made, as in, I didn't think they were cheaply made.",1,0,0,0,1,0,0,1,0,0,1,1
"This is one of those uni-boob jobbers that I should have know better than to order. It just doesn't work on short-waisted women. The band folds over under the breasts, and you can't adjust the straps to be small enough to prevent sagging in the front. If you WERE to get them tight enough, the cup would ride so far into your armpit, you couldn't raise your arms. It's not fair, in some ways, to rate bras, when fit is so variable from person to person. The fabric was a little rough, but it was an OK bra. Basically, it could have doubled as a belt. It's just too wide from top to bottom.",0,0,0,0,1,0,1,1,1,0,1,1
"Bought this for my daughter, who loves to draw and she has been going at it every day since Christmas and she can't get enough of it..",0,0,1,0,0,0,0,1,0,0,0,0
"Works OK.",0,0,0,0,0,0,0,0,0,0,0,0
"Fit great - feel great - look great - price is great .... bought a pair in all colors but one. They might be a be little heavy for a really hot afternoon of golfing but did not get them specifically for golf. They are perfect for business-casual everyday work attire.",0,1,1,0,0,0,0,1,0,0,1,1
"Great bits and at a fair price.",0,0,1,0,0,0,0,1,0,0,0,0
"Nice",0,0,1,0,0,0,0,0,0,0,0,0
"Delay",0,0,0,0,1,0,0,0,0,0,0,0
"Great",0,0,1,0,0,0,0,0,0,0,0,0
"it does what is says it does. Can't ask for more.",0,0,1,0,0,0,0,0,0,0,0,0
"Perfect size",0,0,1,0,0,0,0,0,0,0,0,0
"These are good but not very bright, we put them in our carved pumpkins, needed 2 to light up the bigger pumpkins, but still a good product",0,0,1,0,0,0,0,1,0,0,0,1
"I like it. The attachments fall off easily",0,0,1,0,0,0,0,1,0,0,0,0
"Does work well.",0,0,1,0,0,0,0,0,0,0,0,0
"Mood-enhancing little lights that work well. Cheaper to buy new lights than to replace the batteries, so I keep these lights on my wishlist for repeat buying.",0,1,1,0,0,0,0,1,0,0,1,0
"feels like a 200$ phone. glass is good and comes with everything to protect it! battery is very good last almost 2 days 8-10 hours full youtube videos all day medium low settings brightness very fast for 2gb of ram",0,0,1,0,0,0,0,1,0,0,1,0
"Ended up returning the shirts. Material was good but the body of the shirt balooned out, shaped more like a pyramid than either straight or V shaped. Sleeve length was longer than I like reaching almost to my elbows. So not poorly made just poorly shaped. Might be better fit for guys who are large waisted or round bellied. Doesn't fit the same as the picture for sure.",1,0,0,0,1,0,0,1,1,0,1,1
"Great little phone, so simple to set up",0,1,0,0,0,0,0,1,0,0,0,0
"Personal and professional. Pictures",0,0,0,0,0,0,0,1,0,0,0,0
"My laptop of one month COMPLETELY CRASHED UPON INSTALLING THIS! DRIVES, PARTITIONS ALL GONE. STAY CLEAR OF THIS DOWNLOAD.",0,0,0,0,1,1,1,1,1,1,0,0
"Excellent Tool. I use it almost everyday! I give these away to my customers and they love em' just as much as I do.",0,0,1,0,0,0,0,1,0,0,0,0
"ordered for my neighbor and he still used the product, keeps updating for new year",0,0,1,0,0,0,0,1,0,0,0,0
"Tight and too small",0,0,0,0,1,0,0,1,0,0,0,0
"I like this product however until I received it I did not realize the size was 4 OZ less than the standard size I order. These are not close to the value I get when ordering the 9.6 oz from other locations. My mistakes but don't you repeat it. So my mistake but 1 star for lack of value. Not sure Amazon is the source for sunscreen like this anymore.",0,1,0,0,1,0,0,1,1,0,0,1
"This cord has great length and the connection is perfect. This is so easy to use.",0,0,1,0,0,0,0,1,0,0,1,0
"Good",0,0,1,0,0,0,0,0,0,0,0,0
"Easy to download and use. Has useful video tutorials.",0,0,1,0,0,0,0,1,0,0,1,0
"While the other Nest products I own work perfectly, these do NOT. They cannot maintain wifi connectivity and after upgrading my router, I'm left with Nest support claiming the problem lies with our internet provider, although all the other Nest products updated perfectly. Nest just throws their arms up and says 'sorry'. Now I have really expensive smoke detectors in my home. I would recommend avoiding these. No problems with other Nest products though.",0,0,0,1,1,1,0,1,1,1,1,1
"not what I really wanted",0,0,0,0,1,0,0,0,0,0,0,0
"I have VERY oily skin and I am constantly looking for ways to combat it while wearing makeup. I sprayed this right after I finished my makeup, and the result was pretty much the same. I didn't really see a difference with the longevity or mattifying of my makeup. It did melt my make up more in to my skin, but I also feel like it made my makeup look more worn. Like I had been in it for a few hours. I like my eye makeup and contour and highlight and all of that to look more fresh and crisp, and not like it's fading away in to my skin. It doesn't have a smell, and leaves a slight sticky feeling that quickly dries away. The spritzer is strong though, it's like taking a spray bottle to the face. But overall.....it didn't do much for me. I guess if I wanted to have a more natural 'No makeup makeup' look, I'll use it to get rid of the powder after setting. But definitely not for when I want to go glam.",0,0,0,0,1,0,0,1,0,0,1,1
"It makes your teeth feel really clean",0,0,1,0,0,0,0,1,0,0,0,0
"The dragon came highly recommended. I am disabled and no longer able to type. When we set up the dragon it didn't work. We had to pay $90 to activate the stupid thing. I have had it less than a week and a half and it is already stopped working 3 times. To get it reactivated we must spend hours with the customer service staff, some of whom seem to know very little about computers or voice recognition systems. As I said, I am unable to type and with great trepidation put my trust in this product. Unfortunately, the dragon slayed me. All in all, horrible experience!",0,0,0,1,1,1,1,1,0,1,1,0
"Strong thick cable at an affordable price. Would buy these same cables again.",0,0,1,0,0,0,0,1,0,0,0,0
"The quality is great fo the price. I was hoping it would be just a little shorter, but I ordered XXL so can't complain too much. The yellow is bright yellow not old gold color in picture.",0,0,1,0,0,0,0,1,0,0,1,1
"My husband luckily is handy with this sort of thing and filed down a piece to make the locking feature work. Other than that I absolutely love it, and it's SHARP. Very nice little knife to add to my collection.",0,0,1,0,0,0,0,1,0,0,0,1
"EVEN THOUGH AMAZON SAYS THIS IS AVAILABLE NOW. IT IS NOT. I WASTED TWO HOURS TRYING TO FIND OUT WHY THE DOWNLOAD WOULD NOT WORK. FINALLY TALKED TO TURBOTAX AND THEY TOLD ME IT IS NOT RELEASED UNTIL LATER IN NOVEMBER.",0,0,0,1,1,1,0,1,0,1,0,0
"All around a very good app",0,0,1,0,0,0,0,0,0,0,0,0
"Works great. Durable.",0,0,1,0,0,0,0,1,0,0,0,0
"Nice for the price",0,0,1,0,0,0,0,1,0,0,0,0
"Really cheap material and the legs are longer than expected.",0,0,0,0,1,0,0,1,0,0,0,0
"These are very nice, especially for the price. Lightweight, comfortable, well-designed, overall a great pair of safety glasses.",0,0,1,0,0,0,0,1,0,0,1,0
"Best screwdriver I've used. What's not to like about it. It has most every bit I'll ever need. Handle is comfortable and the bits are a good quality.",0,0,1,0,0,0,0,1,0,0,1,0
"Having used Printmaster for years, I was totally unenthralled with the edition available for Windows 7. So when I got my new laptop I checked out reviews on Amazon and ran across this edition. Eureka! Old Printmaster back and working fine. thanks Amazon reviewers.",0,1,1,0,0,0,0,1,0,0,0,0
"na",0,0,0,0,0,0,0,0,0,0,0,0
"I LOVE, LOVE, LOVE thiz palette, better than the BH one that iz similar!",0,0,1,0,0,0,0,1,0,0,0,0
"these units have 10 year life. I just purchase a unit via alwayz on sale and the unit arrived 5 years after is was manufactured. I am not paying for old stock items with 50% of the life gone. batteries were dead and would not setup via app. buyer beware",0,0,0,0,1,1,0,1,1,0,1,0
"This sucker throws tons of light! Mounted above my wood lathe it truly helps for close in work and detail. Will eventually purchase another for my workbench.",0,1,1,0,0,0,0,1,0,0,1,0
"This product does not put me to sleep at all, it's just candy.",0,0,0,0,1,0,0,1,0,0,0,0
"Good phone for the money.",0,0,1,0,0,0,0,1,0,0,0,0
"Not 3x",0,0,0,0,0,0,0,0,0,0,0,0
"OK for a very light door",0,0,1,0,0,0,0,1,0,0,0,0
"Nice knife for keychain",0,0,1,0,0,0,0,1,0,0,0,0
"Just what I asked for.",0,0,1,0,0,0,0,0,0,0,0,0
"works",0,0,1,0,0,0,0,0,0,0,0,0
"This stuff is great. In Texas the bugs have been eating me up. Not happening any longer",0,0,1,0,0,0,0,1,0,0,0,0
"So far, so great!! I've been to the tanning bed and laid with this stuff on me every other day for about 2 weeks now. I'm very white, and normally get hardly any color when I do tan. I'm only in my second week of going to lay & I as actually already see results which has me STOKED because it means it must be working for me!! This stuff could literally work miracles guys, no joke. Highly reccomend you at least try it!! Once you do, you will not use anything else... ever! Ps. Just a fact I wanna state quick. GIrls that are posting your pictures on here complaining about your stained hands & or your streaky legs, it literally reads on the back of the bottle that you should WASH your hands DIRECTLY after applying and BEFORE getting into the tanning bed.. as for how awfully streaked some of your legs are... literally this is going to sound so smart assy of me, but it's just blunt... you obviously are putting WAY too much on for starters, putting a huge glob in your palm of hand and just rubbing it really fast carelessly",0,0,1,0,0,0,0,1,1,0,1,0
"A busy, busy household and 1 mom tired of going to the store every month for ""essentials"". Now I can order in bulk, stock up, and never run out in times of need. PERFECT!",0,0,1,0,0,0,0,1,0,0,1,0
"I like them! For reference, I'm 5'0, 145 pound CrossFitter. I at the gym everyday and these are awesome! They're the type of booty short I was looking for at a fraction of the price. If you have thick thighs like mine, these shorts always roll, no matter what kind you get.",0,0,1,0,0,0,0,1,1,0,1,1
"Just received....took me a few to figure how to run on Windows 10...still trying to figure out the editing part, but I'm sure I'll get it. Works as expected.",0,0,1,0,0,0,0,1,0,0,0,0
"We love this. The app is slightly annoying since it reloads every time you close it, even if it was closed for a millisecond. Other than that, I love it. It's easy to set schedules and change times.",0,0,1,0,0,0,0,1,0,0,1,1
"Slept like a baby with first use. No funny feeling or drowsiness upon waking",0,0,1,0,0,0,0,1,0,0,0,0
"Quality",0,0,1,0,0,0,0,0,0,0,0,0
"Do anything with this knife",0,0,1,0,0,0,0,0,0,0,0,0
"Like everything about these headphones",0,0,1,0,0,0,0,0,0,0,0,0
"It seemed nice, just ran a little small.",0,0,1,0,0,0,0,1,0,0,0,1
"I like the Blue mouthwash better, but I don't know to switch.",0,0,0,0,0,0,0,0,0,0,0,0
"$50 cheaper than the auto-renew on the Norton site.... if you have the minimal tech savy to install this yourself on all your devices (4 for us -- a laptop, a desktop, and 2 smartphones), then this is the way to save BIG money each year... of course, you have to put-up-with the insistent pop-up messages on your laptop or desktop that your ""subscription is about to expire""...every day or two, for probably at least a month before the end-date of your one-year term with Norton ... but it's worth the ""delete"" of those pop-ups, and as usual, I bought it for $50 less on Amazon a week of so when renewal was due, and then installed it on the day that our ""annual subscription"" to Norton expired... been doing this for 15 or 20 years now, and have saved approximately $600-$00 dollars over the last 20 years or so -- doing it THIS way... RB",0,0,1,0,0,0,0,1,1,0,1,0
"I wanted it to download my Sony recorder to Word. But I bought the Home version unaware that I had to purchase the Permier version.",0,0,0,0,0,0,0,1,0,0,0,0
"It didnt work on Windows 10.",0,0,0,0,1,0,0,1,0,0,0,0
"I don't understand why anyone would buy cables in a store when you can get so much more for your money online. This cable works flawlessly so far, I foresee no problems with it",0,0,1,0,0,0,0,1,0,0,0,0
"very good.",0,0,1,0,0,0,0,0,0,0,0,0
"My order arrived earlier than estimated. Well packaged, machine cosmetically in excellent condition, interior clean. Mouse and keyboard are junky. Now for the problems...I first couldn't get the side cover off--eventually that was resolved with a friend's assistance. The biggest problem with the machine was the Windows set up. It was either incorrectly done or never fully installed. Also, the bios setting for the boot was set to automatic which had to remedied. The machine did a constant reboot. Could not get into Windows. Using a partition program I discovered that the partition which was supposed to be for Win10 was not set up properly...Had to repartition the HD. Finally did get a correct Win10 installed. It would be better to sell machines with a wiped HD and provide the Windows operating system on a DVD. I would give the product a higher rating, but due to the serious problems with the operating system setup conducted by the seller, I feel compelled to give it only 3 stars, and that might be stretching it..",0,0,0,0,1,0,0,1,0,0,1,1
"Perfect camera, my daughter loves it, was a early Christmas present!",0,0,1,0,0,0,0,0,0,0,0,0
"Good product",0,0,1,0,0,0,0,0,0,0,0,0
"Does the job",0,0,1,0,0,0,0,0,0,0,0,0
"I find this to be a great educational game for children and well as older people. It provides a simulation of what life was like in search of land on the west side of the Mississippi River. I recommend this as both an educational game and allows you to plan strategically.",0,0,1,0,0,0,0,1,0,0,1,0
"Very nice",0,0,1,0,0,0,0,0,0,0,0,0
"Looks good. Good value",0,0,1,0,0,0,0,1,0,0,0,0
"Satisfied so far. Been a Kaspersky user for several years and now let me see how this IS work..",0,1,1,0,0,0,0,0,0,0,0,0
"Great product...here in a day...I'd recommend to anyone!",0,0,1,0,0,0,0,1,1,0,0,0
"Product arrived promptly. Vs would not load on Windows 10. Uggg after much effort chalked this up to a loss and bought Office online. Some things are too good to be true. Sorry my rating is Thumbs down.",0,0,0,0,1,0,0,1,0,0,0,0
"Works as expected.",0,0,1,0,0,0,0,0,0,0,0,0
"Perfect for the Rv!",0,0,1,0,0,0,0,0,0,0,0,0
"Good",0,0,1,0,0,0,0,0,0,0,0,0
"It didn't last long enough",0,0,0,0,1,0,0,1,0,0,0,0
"Such a good deal! We purchased these for a Disneyland trip and they were perfect! They charge devices quickly and efficiently. Light weight and good size for carrying in purse/backpack.",0,0,1,0,0,0,0,1,0,0,1,0
"Fit well, comfortable, holding up well.",0,0,1,0,0,0,0,1,0,0,1,0
"I use these for massage therapy. They are awesome!",0,0,1,0,0,0,0,1,0,0,0,0
"Great product and spacious. It can fit a hammer and various size tools. Durable",0,0,1,0,0,0,0,1,0,0,1,0
"I have been using an older version of Microsoft Word (the whole Microsoft Office suite) on my main laptop. I can't re-download it for some reason to my backup laptop (it won't let me even though I still have my registration code) that I keep at my parent's house so I decided to get one of the Open Source suites. I tried Apache first and it wasn't that good. Lots of issues with the word processing - the main program I use - so I uninstalled Apache and downloaded this suite - LibreOffice v4.3 for PC. AMAZING! Works just like Word in every way and you can open Libre documents in Word and vice versa. The suite is also compatible with Excel, PowerPoint and Publisher. I was surprised to learn that a lot of companies use and support Libre Open Office suite as their regular suite. Think about how cost effective this is for everyone. I guess I won't be buying Microsoft Office again. Ever. With the word processing program, I can create documents for reviews and then paste them right into the review form on Amazon with no problem. I can also transfer text into word documents easily. It's perfect. Publisher is also pretty amazing too. Highly recommend.",0,0,1,0,0,0,0,1,1,0,1,0
"Good choice, works really good",0,0,1,0,0,0,0,0,0,0,0,0
"Not much good to me since I have winbdows 8",0,0,0,0,1,0,0,1,0,0,0,0
"No",0,0,0,0,1,0,0,0,0,0,0,0
"I don't sleep well since I work a lot.I guess it might be too stressful.then my friend recommended this to me. I try few nights.it help a lot. I can feel I sleep deeply.",0,0,1,0,0,0,0,1,0,0,0,0
"Love it. Doesn't feel like I'm wearing a bra. Comfortable and durable",0,0,1,0,0,0,0,1,0,0,1,0
"Work great for removing makeup. Does not breakout skin. Social",0,0,1,0,0,0,0,1,0,0,0,0
"It can not be installed on my computer. Waste of money.",0,0,0,0,1,0,0,1,0,1,0,0
"My fiancï¿½ï¿½ï¿½ï¿½ï¿½ï¿½�",0,0,0,0,0,0,0,0,0,0,0,0
"It works fine but read the size - they are SMALL cans- my brother and I were cracking up because we both separately ordered them and both laughed when they came and were so small! If you go on one camping trip you'd probably use them both up! But, alas, it did hold off the bugs so it does the job!",0,0,1,0,0,0,0,1,1,0,0,1
"Works as advertised. Helps keep the clutter of too many tools to a minimum.",0,0,1,0,0,0,0,1,0,0,0,0
"The phone does not include something you need to connect it. You have to buy it separately.",0,0,0,0,1,0,0,1,1,0,0,0
"I can't rate it yet, because having trouble connecting to wifi",0,0,0,0,0,0,0,0,0,0,0,0
"They are a bit on the small side but the quality is good",0,0,1,0,0,0,0,1,0,0,0,1
"Love it totally recommend!",0,0,1,0,0,0,0,0,1,0,0,0
"Good product",0,0,1,0,0,0,0,0,0,0,0,0
"These shirts look great and they are good quality for the price! I bought these for me husband and he is a big fan!",0,0,1,0,0,0,0,1,0,0,0,0
"I have used H&R Block Tax Software on a Mac for 6 years. I have never had a problem with it- either loading it from a disc or downloading it online. There are several negative reviews here on getting the program installed on a Mac. Amazon doesn't have the role of getting the program to run. Block may be of some help. However, Apple has fantastic technical support. So download this program and direct any problems in installing to Apple.",0,1,1,0,0,0,0,1,1,0,1,1
"Tight in the arms, I'm not super jacked but could use a bit more room.",0,0,0,0,0,0,0,1,0,0,0,0
"Easy rolling that will not get hung up on the shower curtain rod.",0,0,1,0,0,0,0,1,0,0,0,0
"Our boys LOVE THIS!!",0,0,1,0,0,0,0,0,0,0,0,0
"Solid construction, used to remove knots on my upper back and hamstrings.",0,0,1,0,0,0,0,1,0,0,0,0
"my 13 year old sister loves it! Only bad thing is the complexity of use and the lack of a proper manual but like with anything its all about practice and use to master it. got her the medium waccom elite and it worked flawlessly",0,0,1,0,0,0,0,1,0,0,1,1
"The icon for this product just keeps disapearing. After this a bill showed up for it which is it suppose to be free. Definately not a good experience.",0,0,0,0,1,0,0,1,0,0,0,0
"Not good! Very slow for it to be Windows 10. The bad part is I am unable to return due to time passed. Kept erasing and starting from the beginning...didn't work!!!",1,0,0,0,1,1,0,1,0,1,1,0
"A great value that works.",0,0,1,0,0,0,0,0,0,0,0,0
"I bought it as a Black Friday deal and I think this was my best purchase by far but I wouldn't have paid over 1k for it. It's light weight, compact, easy to use and very fast! The only thing I recommend buying with this is a case, like the I phone the Mac air feels and is very fragile.",0,0,1,0,0,0,0,1,1,0,1,1
"Very fast scans, easy to download, less intrusive than Norton.",0,0,1,0,0,0,0,1,0,0,1,1
"Really like the sensor which determines when the food is ready and shuts off.",0,0,1,0,0,0,0,1,0,0,0,0
"Love it. Perfect for your purse. Bought two.",0,1,1,0,0,0,0,1,0,0,0,0
"Work electrician",0,0,0,0,0,0,0,0,0,0,0,0
"Exactly as described and essential for putting together our new tv entertainment area. Flexible cord and easily hidden behind tv.",0,0,1,0,0,0,0,1,0,0,1,0
"Needed some CAT6 for some in wall cable runs. Ended up throwing this cable away because it is not CMR rated.",0,0,0,0,1,0,0,1,0,0,0,0
"Very easy to use",0,0,1,0,0,0,0,1,0,0,0,0
"These things are awesome! Have a pinched nerve in my back and this is the only thing I've found to help massage out the knots! Major pain relief.",0,0,1,0,0,0,0,1,0,0,0,0
"The clips brake easily",0,0,0,0,1,0,0,1,0,0,0,0
"I got tired of lugging around a 50 pound job bag just for some small repair. This is my new small job bag and it works great. I can throw in a double handful of tools and take this little bag to the job. This bag doesn't have everything (like my big bag does) but I can toss in whatever I need for the job at hand. I really like this bag and my arm is starting to shrink back to it's normal size now that I don't carry the big bag anymore.",0,0,1,0,0,0,0,1,0,0,1,0
"Works with computer",0,0,1,0,0,0,0,1,0,0,0,0
"Perfect in everyway!",0,0,1,0,0,0,0,0,0,0,0,0
"easy for kids to follow",0,0,1,0,0,0,0,1,0,0,0,0
"Ordered windows 10 to upgrade windows 7 machine. The ""windows upgrade anytime"" software feateure would not accept the download code I was given by AMazon.",0,0,0,0,1,0,0,1,0,0,0,0
"Good color after tanning",0,0,1,0,0,0,0,1,0,0,0,0
"Plugs on the end prevent ""easy grip"" from working.",0,0,0,0,1,0,0,1,0,0,0,0
"This bra is very soft and very comfortable. I liked it from the first time I wore it, and it's now my new favorite. No binding and the underwire (which seems to be plastic) is not at all bothersome. Also, it truly is a minimizer bra, and looks great under anything.",0,0,1,0,0,0,0,1,0,0,1,0
"It seems to be a great quality waterproof material. We tested it in the sink and the water beaded up instead of soaking in.",0,0,1,0,0,0,0,1,0,0,0,0
"I easily brush my toddlers hair after I bathe her in seconds. She doesn't complain. No knots!",0,0,1,0,0,0,0,1,0,0,0,0
"Crotch always blowsout",0,0,0,0,1,0,0,1,0,0,0,0
"Well, so far so good, but during installation I went from, ""This is going to be an easy review"" to having some problems. Everything worked very well until I tried to register. It may be OK ... and perhaps didn't ""use"" one of my installations ... but I found the registration process confusing (and I'm in IT !!). I clicked the link to register, and it sent me around again to install. Another concern I have is I checked the box to get a trial version of Pro. Now it says I have ""X"" number of days, etc. So we'll see. In the past, I have found it very difficult to get through the Microsoft, so I don't know what will happen if the software tries to go dormant. Now, having said that, the programs work fine and I'm having great results on that side of everything.",0,0,1,0,0,0,1,1,0,0,1,1
"I bought this to wear golfing when the weather is too chilly for sleeveless days. It fits without being too tight. Not a fan of tight fitting golf shirts.",0,0,1,0,0,0,0,1,0,0,0,0
"This game is fun and reminds me of elementary school. It's really cheap as well. The game plays out like it used to, you buy supplies at independence and then you hit the trail and try to make it all the way to Oregon.",0,0,1,0,0,0,0,1,0,0,1,0
"I tried for 1/2 hour. Would not install. Called Norton tech support/chat. It took the another 25 minutes to finally tell me that This program does not work with Windoes XP. They should have known that upfront. Norton's tech support said it was simple; upgrade my computer. This is going back to Amazon!",1,0,0,1,1,1,0,1,0,1,0,0
"Unable to print documents after install. Customer service hasn't replied to my request for help in a timely manner",0,0,0,1,1,1,0,1,0,0,0,0
"Very comfortable and flattering. I don't have to readjust the waistband during workouts, which is nice. The shorts also came with a hand-written note, which was also very nice. True to size fit. Definately a satisfied customer, would recommend to a friend.",0,0,1,0,0,0,0,1,0,0,1,0
"The Automatic Driver Recovery CDid not fix my dell laptop. Neither did the Fix-it Utilities CD The PrintMaster software is good.",0,0,0,0,1,0,1,1,0,0,1,1
"The softsoap smells really good the soap dispenser work really good nice sides bottle",0,0,1,0,0,0,0,1,0,0,1,0
"My son looked so cute in this but could only wear it once!",0,0,1,0,0,0,0,1,0,0,0,1
"Nice",0,0,1,0,0,0,0,0,0,0,0,0
"Does the job and is not real loud",0,0,1,0,0,0,0,1,0,0,0,0
"Fit as expected and is comfortable",0,0,1,0,0,0,0,1,0,0,0,0
"Was a bit smaller than expected but appears well made",0,0,1,0,0,0,0,1,0,0,0,1
"Bought these on Prime Day at a pretty good price. Wasn't sure about going with an Amazon brand, but the shirts are nice an light weight, and very well made. I'd buy them again without hesitation.",0,1,1,0,0,0,0,1,0,0,1,0
"I've been using Webroot Antivirus Protection for many years. It is a name that I trust and I would definitely recommend.",0,1,1,0,0,0,0,0,1,0,0,0
"I LOVE this bra! It's so comfortable and fit me perfectly. I ordered a 34 DD and for once I feel supported and fully covered without feeling like I'm wearing a Grandma bra! Definitely recommend for larger bust ladies!",0,0,1,0,0,0,0,1,1,0,1,0
"Fits perfectly. A few things to note. It does not have an elastic waist band. It is closer to white in color than khaki color. It is not slippery fabric like golf pants usually are.",0,0,1,0,0,0,0,1,1,0,1,1
"Very nice product! Especially for the price it came with",0,0,1,0,0,0,0,1,0,0,0,0
"4 feet is shorter than you think.",0,0,0,0,0,0,0,1,1,0,0,0
"The cup size was awkward. And i couldn't wear it because it made my boobs looks pointy from the extra material. I ended up returning it after trying 2 different sizes.",1,0,0,0,1,0,0,1,0,0,0,0
"$17.49 for 6 pack of hand soap is very expensive. There are other brands which cost $1 for each bottle. These do clean well but I won't be buying them again.",0,0,0,0,1,0,0,1,0,0,0,1
"Definitely wash your hands after use. I expected more darkness because of description, but it did add more color.",0,0,0,0,0,0,0,1,1,0,0,1
"webroot the best out there to use. amazon was a little cheaper than best buy",0,0,1,0,0,0,0,1,0,0,0,0
"Very good for the price",0,0,1,0,0,0,0,0,0,0,0,0
"Very confy",0,0,1,0,0,0,0,1,0,0,0,0
"A replacement for my 20+year old one.",0,1,0,0,0,0,0,0,0,0,0,0
"I would have hoped for some new things about this program, but it was what I was looking for and did not disappoint in that it performed as well as my old software.",0,0,1,0,0,0,0,1,0,0,0,1
"A quality product and excellent service. I use it for massage of back and neck. I like the ease of use and ability to target pressure points - gives a deep massage which is what I expected from the firmness.",0,0,1,0,0,0,0,1,0,0,1,0
"I've had several versions of PrintMaster. I use it for business cards. I upgraded primarily because of Windows 8. The good news is that it does work nicely with Win8. It appears to me that some of the business card templates I previously used are gone. Fortunately I had the PM files for my old cards, and was able to update them. Overall it's still a good product.",0,1,1,0,0,0,0,1,0,0,1,1
"Great pants. Very comfortable.",0,0,1,0,0,0,0,1,0,0,0,0
"I would not recommend this product. I wanted smoke detectors that would alert me when I was out of the house. The detector is not very sensitive. In addition to that, the detector takes only one kind of AA batteries. They run through batteries quickly and do not work with rechargeable batteries. This to me is a recipe for a non working smoke detector. I think there must be better options out there. I'm a renter so I can't hardwire my smoke detectors in which is why I was drawn to this in the first place but sadly I don't think it works well enough to recommend.",0,0,0,0,1,1,0,1,1,0,1,0
"oes exactly what it says it will",0,0,1,0,0,0,0,1,0,0,0,0
"found out it cost more on Amazon than on Corel",0,0,0,0,1,1,0,1,0,0,0,0
"These smoke alarms were installed for a reno job I'm doing and they tested great. Hopefully they never have to come on.",0,0,1,0,0,0,0,1,0,0,0,0
